TEXT,DEPART,DESTINATION,ERROR
Je veux partir de Gare de Bueil à Gare de Albertville,Gare de Bueil,Gare de Albertville,false
arrivée Corcieux Le Conti et départ Gare de Antibes,Gare de Antibes,Corcieux Le Conti,false
Je pars d'Gare de Sarrebourg et je me dirige à Niedermodern/Uberach,Gare de Sarrebourg,Niedermodern/Uberach,false
Affiche moi les trains qui vont de Gare de Pornic à Gare de Kruth,Gare de Pornic,Gare de Kruth,false
Train entre Gare de Tende et Gare de Toury,Gare de Tende,Gare de Toury,false
arrivée Clion-sur-Indre et départ Gare de Landerneau,Gare de Landerneau,Clion-sur-Indre,false
Gare de Langon à Gare de St-Etienne-Châteaucreux,Gare de Langon,Gare de St-Etienne-Châteaucreux,false
Je ne sais pas quoi faire. Il me faut un moyen de transport allant à St-Gervais-Ch-LPA. depuis Gare de Avesnes. Quels sont mes options?,Gare de Avesnes,St-Gervais-Ch-LPA.,false
Je vais à Gare de St-Marcellin depuis Gare de Montauban-Ville-Bourbon. Quel est le meilleur moyen de transport pour s'y rendre?,Gare de Montauban-Ville-Bourbon,Gare de St-Marcellin,false
Je vais à Gare de Cerbère pour la première fois. Quel est le meilleur moyen de transport depuis Gare de Eguzon?,Gare de Eguzon,Gare de Cerbère,false
Je suis en train de planifier mon voyage de Gare de Paris-Gare-de-Lyon à Gare de Is-sur-Tille. Quel est le meilleur itinéraire?,Gare de Paris-Gare-de-Lyon,Gare de Is-sur-Tille,false
Je vais à Gare de Vallorcine depuis Annonay-Gare-Route. Quel est le meilleur moyen de transport pour s'y rendre?,Annonay-Gare-Route,Gare de Vallorcine,false
Je vais à Gare de Courtrai/Kortrijk pour la première fois. Quel est le meilleur moyen de transport depuis Gare de Rouen-Rive-Droite?,Gare de Rouen-Rive-Droite,Gare de Courtrai/Kortrijk,false
Je vais à Frohmuhl- (Lavoir) depuis Gare de Beslé. Quel est le meilleur moyen de transport pour s'y rendre?,Gare de Beslé,Frohmuhl- (Lavoir),false
Je suis en train de planifier mon voyage de Gare de Mullheim-Baden-Bf à Gare de Molsheim. Quel est le meilleur itinéraire?,Gare de Mullheim-Baden-Bf,Gare de Molsheim,false
Je suis en train de planifier mon voyage de Gare de La Douzillère à Latour de Carol. Quel est le meilleur itinéraire?,Gare de La Douzillère,Latour de Carol,false
Je pars en voyage à Gare de Busigny depuis Gare de Les Sables-d'Olonne. Quelle est la durée du voyage?,Gare de Les Sables-d'Olonne,Gare de Busigny,false
Je me demande comment je pourrais aller à Gare de Albens en partant de chez moi de Gare de Wingen-sur-Moder,Gare de Wingen-sur-Moder,Gare de Albens,false
Je dois aller à Riquewihr-Poste depuis Gare de Courtrai/Kortrijk. Quel est le meilleur moyen de transport?,Gare de Courtrai/Kortrijk,Riquewihr-Poste,false
Je veux aller de Gare de Millau à Gare de Menton.,Gare de Millau,Gare de Menton,false
Je dois aller à Gare de Biganos-Facture depuis Chatillon-Mail. Quel est le meilleur moyen de transport?,Chatillon-Mail,Gare de Biganos-Facture,false
Je vais à Gare de Cholet depuis Luneville-LP. Quelle est la durée du voyage en train?,Luneville-LP,Gare de Cholet,false
Trajet Gare de Guéret Gare de Vauvert,Gare de Guéret,Gare de Vauvert,false
Je suis en train de planifier mon voyage de Gare de Font-Romeu-Odeillo-Via à Gare de Breil-sur-Roya. Quel est le meilleur itinéraire?,Gare de Font-Romeu-Odeillo-Via,Gare de Breil-sur-Roya,false
Je vais à Gare de Haguenau depuis Rouen-Gare-Routière. Quel est le meilleur moyen de transport pour s'y rendre?,Rouen-Gare-Routière,Gare de Haguenau,false
Je vais à Chatillon-Mail pour la première fois. Quelle est la durée du voyage depuis Pompadour?,Pompadour,Chatillon-Mail,false
Je suis en train de planifier mon voyage de Damblain Eglise à Gare de Persan-Beaumont. Quel est le meilleur itinéraire?,Damblain Eglise,Gare de Persan-Beaumont,false
Quel est le meilleur itinéraire pour aller de Gare de Freiburg-Breisgau à Gare de Sospel,Gare de Freiburg-Breisgau,Gare de Sospel,false
Je vais à Gare de WINDEN PFALZ pour la première fois. Quel est le meilleur moyen de transport depuis Gare de Sedan?,Gare de Sedan,Gare de WINDEN PFALZ,false
Je vais à Gare de Dieppe pour la première fois. Quel est le meilleur moyen de transport depuis Gare de Libourne?,Gare de Libourne,Gare de Dieppe,false
Je dois aller à Gare de Marvejols depuis Gare de Arras. Quel est le meilleur moyen de transport?,Gare de Arras,Gare de Marvejols,false
Je dois aller à Gare de L'Isle-Jourdain (Gers) depuis Bitche. Quelle est la durée du voyage?,Bitche,Gare de L'Isle-Jourdain (Gers),false
Je suis en train de planifier mon voyage de Gare de Thesee à Valence-Gare-Routière. Quel est le meilleur itinéraire?,Gare de Thesee,Valence-Gare-Routière,false
Je vais à Moyen pour la première fois. Quel est le meilleur moyen de transport depuis Gare de Tours?,Gare de Tours,Moyen,false
Je pars en voyage à Gare de Paris-Gare-de-Lyon depuis Gare de Mommenheim. Quelle est la durée du voyage?,Gare de Mommenheim,Gare de Paris-Gare-de-Lyon,false
Trajet Gare de Luc-en-Diois Gare de Vif,Gare de Luc-en-Diois,Gare de Vif,false
Je vais à Gare de Verdun depuis Châteauroux-Ly-B-Pascal. Quelle est la durée du voyage en train?,Châteauroux-Ly-B-Pascal,Gare de Verdun,false
Je vais à Gare de Romilly-sur-Seine depuis Gare de Poligny. Quel est le meilleur train à prendre?,Gare de Poligny,Gare de Romilly-sur-Seine,false
j'aimerais partir de Gare de Poitiers et passer par biarritz pour me rendre à Gare de Nogent-le-Rotrou.,Gare de Poitiers,Gare de Nogent-le-Rotrou,false
Je suis en train de planifier mon voyage de Luchon à Gare de Mende. Quelle est la meilleure option de transport?,Luchon,Gare de Mende,false
Je me demande comment je pourrais aller à Gare de St Quentin en partant de chez moi de Gare de Clamecy,Gare de Clamecy,Gare de St Quentin,false
je veux un train pour aller a Gare de Landau-Pfalz-Hbf en partant de Gare de Charleville-Mézières,Gare de Charleville-Mézières,Gare de Landau-Pfalz-Hbf,false
Je vais à Gare de Diemeringen pour la première fois. Quel est le meilleur moyen de transport depuis Gare de Conflans-Jarny?,Gare de Conflans-Jarny,Gare de Diemeringen,false
Je pars pour Gare de Le Puy-en-Velay demain. J'habite à Gare de Annecy,Gare de Annecy,Gare de Le Puy-en-Velay,false
Je ne sais pas quoi faire. Il me faut un moyen de transport allant à Gare de Callac depuis Gare de Clermont-de-l'Oise. Quels sont mes options?,Gare de Clermont-de-l'Oise,Gare de Callac,false
Je pars en voyage à Normandie - Gare de Paris-St-Lazare depuis Gare de Meroux. Quel est le meilleur moyen de transport?,Gare de Meroux,Normandie - Gare de Paris-St-Lazare,false
Trajet Gare de Montbazon Gare de Château-du-Loir,Gare de Montbazon,Gare de Château-du-Loir,false
Je vais à Gare de Lens en train depuis Gare de Bonneville. Est-ce que tu sais combien de temps dure le trajet?,Gare de Bonneville,Gare de Lens,false
Depart Gare de Culoz arrivée Issoire-Lycée-Deville,Gare de Culoz,Issoire-Lycée-Deville,false
Je veux partir de Neuwiller-R.-Bouxwiller à Gare de Le Buisson,Neuwiller-R.-Bouxwiller,Gare de Le Buisson,false
Je dois aller à Bourg-en-Bresse Gare R depuis Gare de Fismes. Quelle est la durée du voyage?,Gare de Fismes,Bourg-en-Bresse Gare R,false
Je vais à Vienne-Gare-Routière en train depuis Gare de Rue. Est-ce que tu sais combien de temps dure le trajet?,Gare de Rue,Vienne-Gare-Routière,false
Je suis en train de planifier mon voyage de Gare de Besançon-Viotte à Gare de Sain-Bel. Quel est le meilleur itinéraire?,Gare de Besançon-Viotte,Gare de Sain-Bel,false
Je ne sais pas quoi faire. Il me faut un moyen de transport allant à Gare de Alès depuis Gare de Mantes-la-Jolie. Quels sont mes options?,Gare de Mantes-la-Jolie,Gare de Alès,false
Je viens de Gare de Montmédy et je me rends à Gare de Tourcoing pour la première fois. Tu peux me conseiller un moyen de transport?,Gare de Montmédy,Gare de Tourcoing,false
Quel est le meilleur itinéraire pour aller de Gare de Compiègne à Gare de Kehl,Gare de Compiègne,Gare de Kehl,false
Je dois aller à Gare de Rouen-Rive-Droite depuis Gare de Amiens. Quelle est la durée du voyage?,Gare de Amiens,Gare de Rouen-Rive-Droite,false
Je vais à BarentonÂ Cel pour la première fois. Quel est le meilleur moyen de transport depuis Gare de St-Lô?,Gare de St-Lô,BarentonÂ Cel,false
Je dois aller à Laveline-d-Bruy. Mairie depuis Gare de Carhaix. Quel est le meilleur moyen de transport?,Gare de Carhaix,Laveline-d-Bruy. Mairie,false
Comment va t'on de Gare de Arcachon à Gare de Ribécourt?,Gare de Arcachon,Gare de Ribécourt,false
Je suis enfin en vacance.J'espere que mon train pour aller a Gare de Audun-le-Roman n'aura pas de soucis sachant que je part de la misérable Gare de Mulhouse-Gare-Centrale,Gare de Mulhouse-Gare-Centrale,Gare de Audun-le-Roman,false
Je pars en voyage à Gare de Millau depuis Gare de Bas-Monistrol. Quel est le meilleur moyen de transport?,Gare de Bas-Monistrol,Gare de Millau,false
Avec toutes ces grève je pense que mon train de Gare de Sucé-Sur-Erdre à Gare de Menton va être annulé,Gare de Sucé-Sur-Erdre,Gare de Menton,false
Je pars en voyage à Gare de Hendaye depuis Gare de Montreux-Vieux. Quelle est la durée du voyage?,Gare de Montreux-Vieux,Gare de Hendaye,false
Quel est le meilleur itinéraire pour aller de Gare de Nogent-le-Rotrou à Sarralbe Centre,Gare de Nogent-le-Rotrou,Sarralbe Centre,false
arrivée Gare de Narbonne et départ Lichtenberg-(Eglise).,Lichtenberg-(Eglise).,Gare de Narbonne,false
Je pars en voyage à Gare de Thann-Saint-Jacques depuis Gare de Châteaubriant-TT. Quelle est la durée du voyage?,Gare de Châteaubriant-TT,Gare de Thann-Saint-Jacques,false
Je dois aller à Gare de Firminy depuis Gare de Cluses (Hte-Savoie). Quel est le meilleur moyen de transport?,Gare de Cluses (Hte-Savoie),Gare de Firminy,false
Pourrissez en enfer la SNCF j'ai encore raté mon train de Gare de Nouzonville à Gare de Evreux,Gare de Nouzonville,Gare de Evreux,false
Je pars de Gare de Laon pour aller à Pont-Audemer-Gare-SNCF. Est-ce que tu connais un bon itinéraire?,Gare de Laon,Pont-Audemer-Gare-SNCF,false
Je dois aller à Gare de Monsempron-Libos depuis Gare de Narbonne. Quel est le meilleur moyen de transport?,Gare de Narbonne,Gare de Monsempron-Libos,false
Je vais à Gare de Voves pour la première fois. Quelle est la durée du voyage depuis Gare de Offenburg?,Gare de Offenburg,Gare de Voves,false
J'irai bien à la Gare de Nice-Ville depuis la Gare de Cherbourg,Gare de Cherbourg,Gare de Nice-Ville,false
Je vais à Gare de L'Arbresle pour la première fois. Quel est le meilleur moyen de transport depuis Gare de St-Priest?,Gare de St-Priest,Gare de L'Arbresle,false
Trajet Gare de Neuchâtel Gare de Castres,Gare de Neuchâtel,Gare de Castres,false
Je vais à Gare de Puyoô en train depuis Gare de St-Gervais-L-B-Le-Fayet. Est-ce que tu sais combien de temps dure le trajet?,Gare de St-Gervais-L-B-Le-Fayet,Gare de Puyoô,false
Gare de Martigues à Gare de Bellegarde-s-V. Gare,Gare de Martigues,Gare de Bellegarde-s-V. Gare,false
"Je pars pour Gare de Nexon demain. J'habite à Ettendorf-Pl,-de-L'ecol","Ettendorf-Pl,-de-L'ecol",Gare de Nexon,false
Je vais à Bort-les-Orgues depuis Gare de St-Rambert-en-Bugey. Quel est le meilleur moyen de transport pour s'y rendre?,Gare de St-Rambert-en-Bugey,Bort-les-Orgues,false
Je dois aller à Gare de Brou depuis Droué (Centre). Quel est le meilleur moyen de transport?,Droué (Centre),Gare de Brou,false
Je pars en voyage à Gare de Le Mans depuis Sarrebourg (Place Math). Quelle est la durée du voyage?,Sarrebourg (Place Math),Gare de Le Mans,false
Je vais à Gare de Evreux pour la première fois. Quel est le meilleur moyen de transport depuis Gare de Villefranche-sur-Saône?,Gare de Villefranche-sur-Saône,Gare de Evreux,false
Je vais à Gare de Agen pour la première fois. Quel est le meilleur moyen de transport depuis Dossenheim-(Mairie)?,Dossenheim-(Mairie),Gare de Agen,false
Y'a t-il un train en direction de Gare de Langeac et partant de Gare de Decize,Gare de Decize,Gare de Langeac,false
Je dois aller à Bussang (Gare SNCF) depuis Gare de Decize. Quel est le meilleur moyen de transport?,Gare de Decize,Bussang (Gare SNCF),false
Je vais à Gare de Annemasse pour la première fois. Quel est le meilleur moyen de transport depuis Gare de Tours?,Gare de Tours,Gare de Annemasse,false
Je suis en train de planifier mon voyage de Gare de Tassin à Gare de L'Aigle. Quel est le meilleur itinéraire?,Gare de Tassin,Gare de L'Aigle,false
Je veux partir de Chinon-Lycée-Rabelais à Gare de St-Pierre-des-Corps,Chinon-Lycée-Rabelais,Gare de St-Pierre-des-Corps,false
Je suis en train de planifier mon voyage à Sélestat-(Schweisguth) depuis Gare de Orléans. Quelle est la durée du voyage?,Gare de Orléans,Sélestat-(Schweisguth),false
Je dois aller à Gare de Thann depuis St-Jean-de-Bassel-Eglis. Quel est le meilleur moyen de transport?,St-Jean-de-Bassel-Eglis,Gare de Thann,false
Je suis en train de planifier mon voyage de Gare de Feurs à Gare de Moûtiers-Salins-Brides. Quelle est la meilleure option de transport?,Gare de Feurs,Gare de Moûtiers-Salins-Brides,false
Je suis en train de planifier mon voyage à Sarre-Union depuis Gare de Châteauroux. Quelle est la durée du voyage?,Gare de Châteauroux,Sarre-Union,false
Avec toutes ces grève je pense que mon train de Gare de Retiers à Gare de Saumur va être annulé,Gare de Retiers,Gare de Saumur,false
Je veux partir de Gare de Nogent-sur-Seine à St-Eloy-les-Mines-Lycée,Gare de Nogent-sur-Seine,St-Eloy-les-Mines-Lycée,false
Je ne sais pas ce que je cherche.,Gare de Le Croisic,Gare de Metzeral,false
Je pars en voyage à Gare de La Bastide-St-Laurent depuis Gare de Callac. Quel est le meilleur moyen de transport?,Gare de Callac,Gare de La Bastide-St-Laurent,false
Comment dois-je m'y prendre pour aller de Gare de Gardanne à Gare de Savenay?,Gare de Gardanne,Gare de Savenay,false
Je dois aller à Gare de Loches depuis La Bresse Le Lispach. Quelle est la durée du voyage?,La Bresse Le Lispach,Gare de Loches,false
Il faudrait que j'aille en vacance à Gare de St-Yrieix-la-Perche mais je part de Gare de Rang du Fl. Verton Ber..,Gare de Rang du Fl. Verton Ber.,Gare de St-Yrieix-la-Perche,false
Y'a t-il un train en direction de Gare de Lourdes et partant de Gare de Valençay,Gare de Valençay,Gare de Lourdes,false
Je dois me rendre à Gare de Thouars depuis Gare de Vendeuvre (Aube). Quel est le meilleur moyen de transport pour s'y rendre?,Gare de Vendeuvre (Aube),Gare de Thouars,false
Je dois aller à Sarrebourg-LP-Messmer depuis Payns Abri Savières. Quel est le meilleur moyen de transport?,Payns Abri Savières,Sarrebourg-LP-Messmer,false
Je pars de Gare de Thann-Saint-Jacques pour aller à Gare de Bourg-en-Bresse. J'ai entendu dire qu'il y avait des bus qui font le trajet. Est-ce vrai?,Gare de Thann-Saint-Jacques,Gare de Bourg-en-Bresse,false
Je vais à Gare de Clisson pour la première fois. Quel est le meilleur moyen de transport depuis Gare de Pessac?,Gare de Pessac,Gare de Clisson,false
Je vais à Gare de Janzé pour la première fois. Quelle est la durée du voyage depuis Mirecourt?,Mirecourt,Gare de Janzé,false
kali bigG Davi de Gare de Paray-le-Monial à Sarrebourg (Place Math),Gare de Paray-le-Monial,Sarrebourg (Place Math),false
Je vais rejoindre ma famille à Chaumont-sur-Tharonne et je suis actuellement à Roanne-Gare-Routière.,Roanne-Gare-Routière,Chaumont-sur-Tharonne,false
Je pars en voyage à Gare de Kehl depuis Gare de Paris-Montparnasse 1-2. Quel est le meilleur moyen de transport?,Gare de Paris-Montparnasse 1-2,Gare de Kehl,false
Je pars en voyage à Reipertswiller-SP. depuis Sarralbe Centre. Quel est le meilleur moyen de transport?,Sarralbe Centre,Reipertswiller-SP.,false
Je vais à Comines (France) depuis Gare de Evreux. Quel est le meilleur moyen de transport pour s'y rendre?,Gare de Evreux,Comines (France),false
Nous roulons en voiture,Gare de St-Pierre-des-Corps,Gare de Decize,false
Alexis lache cette bouteille je veux aller à Gare de Meroux en partant de Gare de Montchanin,Gare de Montchanin,Gare de Meroux,false
Je vais à Gare de Bueil depuis Sarrebourg (Place Math). Quel est le meilleur moyen de transport pour s'y rendre?,Sarrebourg (Place Math),Gare de Bueil,false
Je suis en train de planifier mon voyage de Gare de Aulnoye Aymeries à Gare de Ussel. Quel est le meilleur itinéraire?,Gare de Aulnoye Aymeries,Gare de Ussel,false
Quel train dois-je prendre pour un Bouxwiller-Schattenmann-Gare de Le Havre,Bouxwiller-Schattenmann,Gare de Le Havre,false
Je pars en voyage à Gare de Auxerre-St-Gervais depuis Gare de Hendaye. Quel est le meilleur moyen de transport?,Gare de Hendaye,Gare de Auxerre-St-Gervais,false
Comment dois-je m'y prendre pour aller de Sarrebourg-LP-Messmer à Gare de Auch,Sarrebourg-LP-Messmer,Gare de Auch,false
Quel est le meilleur itinéraire pour aller de Gare de Willer-sur-Thur à Gare de Lozanne,Gare de Willer-sur-Thur,Gare de Lozanne,false
Trajet Grandris-Centre Buzançais,Grandris-Centre,Buzançais,false
Quelle est le chemin le plus court pour faire Laqueuille à Luchon,Laqueuille,Luchon,false
Je suis en train de planifier mon voyage de Gare de Munster à Gare de Narbonne. Quel est le meilleur itinéraire?,Gare de Munster,Gare de Narbonne,false
Je dois aller à Bresse-Claudel (la) depuis Rouen-Gare-Routière. Quel est le meilleur moyen de transport?,Rouen-Gare-Routière,Bresse-Claudel (la),false
J'irai bien à la Gare de Ribécourt depuis la Châteauroux Gare Rout.,Châteauroux Gare Rout.,Gare de Ribécourt,false
Je suis en train de planifier mon voyage de Bourg-Achard Champ de F à Gare de Aulnoye Aymeries. Quel est le meilleur itinéraire?,Bourg-Achard Champ de F,Gare de Aulnoye Aymeries,false
Je suis en train de planifier mon voyage à Quillan depuis Gare de Namur. Quelle est la durée du voyage?,Gare de Namur,Quillan,false
Je pars de Gare de Maubeuge pour aller à Gare de Clelles-Mens. J'ai entendu dire qu'il y avait des bus qui font le trajet. Est-ce vrai?,Gare de Maubeuge,Gare de Clelles-Mens,false
Je dois aller à Gare de Mons depuis Gare de Pamiers. Quel est le meilleur moyen de transport?,Gare de Pamiers,Gare de Mons,false
Depart Gare de Dunkerque arrivée Gare de Montauban-de-Bretagne,Gare de Dunkerque,Gare de Montauban-de-Bretagne,false
Je pars en voyage à Gare de Champagnole depuis Gare de Bar-le-Duc. Quel est le meilleur moyen de transport?,Gare de Bar-le-Duc,Gare de Champagnole,false
Quel train dois-je prendre pour un Gare de Les Sables-d'Olonne-Poule-Mairie,Gare de Les Sables-d'Olonne,Poule-Mairie,false
Je pars de Gare de Saverne et je vais à Gare de Arras,Gare de Saverne,Gare de Arras,false
Je dois me rendre à Gare de Briouze depuis Gare de Tourcoing. Quel est le meilleur moyen de transport pour s'y rendre?,Gare de Tourcoing,Gare de Briouze,false
Quel est le meilleur itinéraire pour aller de Barenton-sur-Serre à Gare de Fougères,Barenton-sur-Serre,Gare de Fougères,false
Je suis en train de planifier mon voyage de Les Granges-Narboz à Ambert. Quel est le meilleur itinéraire?,Les Granges-Narboz,Ambert,false
Comment dois-je m'y prendre pour aller de Gare de Laval à Gare de L'Aigle,Gare de Laval,Gare de L'Aigle,false
Comment dois-je m'y prendre pour aller de Gare de Mouscron / Moeskroen à Gare de Sablé-sur-Sarthe,Gare de Mouscron / Moeskroen,Gare de Sablé-sur-Sarthe,false
Je dois aller à Gare de La Tour-du-Pin depuis Ambert. Quel est le meilleur moyen de transport?,Ambert,Gare de La Tour-du-Pin,false
Je suis en train de planifier mon voyage de Gare de Meroux à Gare de Dijon-Porte-Neuve. Quel est le meilleur itinéraire?,Gare de Meroux,Gare de Dijon-Porte-Neuve,false
Emmène moi de Gare de Toul à Gare de Avallon,Gare de Toul,Gare de Avallon,false
Et si je dois partir de Gare de Creil pour Sarralbe Centre?,Gare de Creil,Sarralbe Centre,false
Je dois aller à Gare de La Forest depuis Mirecourt (Lycée Agric). Quel est le meilleur moyen de transport?,Mirecourt (Lycée Agric),Gare de La Forest,false
Pourrissez en enfer la SNCF j'ai encore raté mon train de Gare de Thann à Gare de Rumilly,Gare de Thann,Gare de Rumilly,false
Je vais à Gare de Thesee pour la première fois. Quel est le meilleur moyen de transport depuis Gare de Franois?,Gare de Franois,Gare de Thesee,false
Je dois aller à La Ferté-sur-Chiers depuis Gare de St-Sulpice (Tarn). Quel est le meilleur moyen de transport?,Gare de St-Sulpice (Tarn),La Ferté-sur-Chiers,false
Je veux aller de St-Eloy-les-Mines-Lycée à Gare de Foix.,St-Eloy-les-Mines-Lycée,Gare de Foix,false
Je pars en voyage à Gare de Frasne depuis Gare de Foix. Quelle est la durée du voyage?,Gare de Foix,Gare de Frasne,false
Je pars en vacance à Gare de Reignac. J'habite à Laon-Gare-Routière-Poma,Laon-Gare-Routière-Poma,Gare de Reignac,false
Emmène moi de Châteauroux-L-Giraudoux à Gare de Decize,Châteauroux-L-Giraudoux,Gare de Decize,false
Je pars de La Bresse Le Lispach pour aller à Gare de Villedieu (Gare). Est-ce que tu connais un bon itinéraire?,La Bresse Le Lispach,Gare de Villedieu (Gare),false
Trajet Gare de Pornic Gare de Breil-sur-Roya,Gare de Pornic,Gare de Breil-sur-Roya,false
Je vais à Gare de Chatellerault pour la première fois. Quel est le meilleur moyen de transport depuis Argentine?,Argentine,Gare de Chatellerault,false
Je veux partir de Neufchateau-Lp à Gare de St-Jean-Pied-de-Port,Neufchateau-Lp,Gare de St-Jean-Pied-de-Port,false
Je ne sais pas quoi faire. Il me faut un moyen de transport allant à Gare de Esvres depuis Communay-Stade. Quels sont mes options?,Communay-Stade,Gare de Esvres,false
Je vais enfin pouvoir prendre le train pour Gare de Lisieux en partant de Gare de Commentry,Gare de Commentry,Gare de Lisieux,false
Je ne sais pas quoi faire. Il me faut un moyen de transport allant à Chaumont-sur-Tharonne depuis Gare de Vallorbe-Cff. Quels sont mes options?,Gare de Vallorbe-Cff,Chaumont-sur-Tharonne,false
Comment dois-je m'y prendre pour aller de Gare de Nevers à Gare de Guéret?,Gare de Nevers,Gare de Guéret,false
Je suis en train de planifier mon voyage de Gare de Obernai à Les Granges-Narboz. Quel est le meilleur itinéraire?,Gare de Obernai,Les Granges-Narboz,false
Je pars en voyage à Gare de St-Sulpice (Tarn) depuis Gare de Sarreguemines. Quel est le meilleur moyen de transport?,Gare de Sarreguemines,Gare de St-Sulpice (Tarn),false
Je vais à Gare de Abancourt pour la première fois. Quelle est la durée du voyage depuis Gare de Luc-en-Diois?,Gare de Luc-en-Diois,Gare de Abancourt,false
Je pars de Gare de Besançon-Franche-Comté. Quel est le chemin le plus opti pour aller à Gare de Namur?,Gare de Besançon-Franche-Comté,Gare de Namur,false
Je vais à Gare de Mazamet pour la première fois. Quel est le meilleur moyen de transport depuis Gare de Gare de Mazamet-Gorge-de-Loup?,Gare de Lyon-Gorge-de-Loup,Gare de Mazamet,false
Je veux aller de Gare de Feurs à Gare de St-Pierre-le-Moûtier.,Gare de Feurs,Gare de St-Pierre-le-Moûtier,false
Je dois me rendre à Gare de St-Junien depuis Gare de Macau. Quel est le meilleur moyen de transport pour s'y rendre?,Gare de Macau,Gare de St-Junien,false
Trajet Gare de Toury Aubigny-sur-Nere-Mail,Gare de Toury,Aubigny-sur-Nere-Mail,false
Je pars en voyage à Gare de Quimperlé depuis Gare de La Tour-du-Pin. Quel est le meilleur moyen de transport?,Gare de La Tour-du-Pin,Gare de Quimperlé,false
Je dois aller à Gare de Clelles-Mens depuis Aubenas-Pl.-de-la-Paix. Quel est le meilleur moyen de transport?,Aubenas-Pl.-de-la-Paix,Gare de Clelles-Mens,false
Je suis en train de planifier mon voyage de Gare de Albens à Gare de Oyonnax. Quel est le meilleur itinéraire?,Gare de Albens,Gare de Oyonnax,false
Je suis en train de planifier mon voyage de Gare de St-Denis-près-Martel à Gare de Mâcon-Loché-TGV. Quel est le meilleur itinéraire?,Gare de St-Denis-près-Martel,Gare de Mâcon-Loché-TGV,false
Je veux aller de Lyon-St-Paul-Quai-Bondy à Gare de Meymac.,Lyon-St-Paul-Quai-Bondy,Gare de Meymac,false
Je pars en voyage à Gare de Salbris depuis Gare de Montmédy. Quel est le meilleur moyen de transport?,Gare de Montmédy,Gare de Salbris,false
Je vais à Normandie - Gare de Lisieux en train depuis Gare de Frasne. Est-ce que tu sais combien de temps dure le trajet?,Gare de Frasne,Normandie - Gare de Lisieux,false
Arrivée à Courtalain-Centre en partant de Loudrefing,Courtalain-Centre,Loudrefing,false
Je ne sais pas quoi faire. Il me faut un moyen de transport allant à Loudrefing depuis St-Gervais-Ch-LPA.. Quels sont mes options?,St-Gervais-Ch-LPA.,Loudrefing,false
Je vais à Normandie - Gare de Lisieux pour la première fois. Quel est le meilleur moyen de transport depuis Gare de Diemeringen?,Gare de Diemeringen,Normandie - Gare de Lisieux,false
Je suis à la recherche d'un moyen de transport pour aller de Gare de Angers-St-Laud à Gare de L'Isle-Jourdain (Gers). Quelles sont mes options?,Gare de Angers-St-Laud,Gare de L'Isle-Jourdain (Gers),false
Guide moi pour le trajet de Gare de Macau à Gare de Brignais,Gare de Macau,Gare de Brignais,false
Je pars de Gare de Pierrelatte pour aller à Gare de St-Malo. J'ai entendu dire qu'il y avait des bus qui font le trajet. Est-ce vrai?,Gare de Pierrelatte,Gare de St-Malo,false
Je dois aller à Gare de Lille Flandres depuis Gare de St-Gilles-Croix-de-Vie. Quelle est la durée du voyage?,Gare de St-Gilles-Croix-de-Vie,Gare de Lille Flandres,false
Quel est le meilleur itinéraire pour aller de Le-Blanc-Pl-du-Bateau à Loches-Lycee-St-Denis en passant par Nantes?,Le-Blanc-Pl-du-Bateau,Loches-Lycee-St-Denis,false
Je suis enfin en vacance.J'espere que mon train pour aller a Gare de Avignon-TGV n'aura pas de soucis sachant que je part de la misérable Bourges-Gare-Routière,Bourges-Gare-Routière,Gare de Avignon-TGV,false
Comment va t'on de Gare de Langon à Gare de Vernon-Giverny?,Gare de Langon,Gare de Vernon-Giverny,false
Je vais à Sarrebourg-Hôpital depuis Mauriac-Lycée-Cortat. Quelle est la durée du voyage en train?,Mauriac-Lycée-Cortat,Sarrebourg-Hôpital,false
Je suis enfin en vacance.J'espere que mon train pour aller a Droué (Centre) n'aura pas de soucis sachant que je part de la misérable Ste-Marie/-Ms-(-Théâtre,Ste-Marie/-Ms-(-Théâtre,Droué (Centre),false
Je vais à Laveline-d-Bruy. Mairie pour la première fois. Quel est le meilleur moyen de transport depuis Gare de Lille Europe?,Gare de Lille Europe,Laveline-d-Bruy. Mairie,false
Je pars de Gare de Breil-sur-Roya pour aller à Gare de Thann. J'ai entendu dire qu'il y avait des bus qui font le trajet. Est-ce vrai?,Gare de Breil-sur-Roya,Gare de Thann,false
J'irai bien à la Sedan-Place-Calonne depuis la Gare de Vittel,Gare de Vittel,Sedan-Place-Calonne,false
Je pars de Gare de Les Arcs-Draguignan et je vais à Gare de Paris-Bercy,Gare de Les Arcs-Draguignan,Gare de Paris-Bercy,false
J'irai bien à la Gare de Lannion depuis la Gare de Montauban-de-Bretagne,Gare de Montauban-de-Bretagne,Gare de Lannion,false
Comment va t'on de Saint-Léonard Centre à Gare de WINDEN PFALZ?,Saint-Léonard Centre,Gare de WINDEN PFALZ,false
Je pars de Gare de Abbeville pour aller à Gare de Dax. J'ai entendu dire qu'il y avait des bus qui font le trajet. Est-ce vrai?,Gare de Abbeville,Gare de Dax,false
Je pars en voyage à Gare de La Roche-sur-Yon depuis Gare de Sarrebourg. Quel est le meilleur moyen de transport?,Gare de Sarrebourg,Gare de La Roche-sur-Yon,false
